,subject,parameter,value,IDs
9132,13,$\beta$,1.9519184,40
9133,14,$\beta$,0.85469913,54
9134,15,$\beta$,1.7358707,66
9135,16,$\beta$,1.806599,67
9136,17,$\beta$,2.1063297,46
9137,18,$\beta$,2.570617,24
9138,19,$\beta$,2.4507477,23
9139,20,$\beta$,2.8340018,43
9140,21,$\beta$,2.939666,64
9141,22,$\beta$,2.2445064,58
9142,23,$\beta$,1.9900662,48
9143,24,$\beta$,2.7018492,29
9144,25,$\beta$,2.968471,45
9145,26,$\beta$,1.7946109,28
9146,27,$\beta$,2.2566419,39
9147,28,$\beta$,2.253491,44
9148,29,$\beta$,2.6485276,57
9149,30,$\beta$,2.5908246,35
9150,31,$\beta$,2.311568,30
9151,32,$\beta$,0.856124,31
9152,33,$\beta$,1.3533711,61
9153,34,$\beta$,2.3225083,47
9154,35,$\beta$,2.1064937,65
9155,36,$\beta$,2.1239817,52
9156,37,$\beta$,2.1494482,62
9157,38,$\beta$,4.2483172,34
9158,39,$\beta$,1.4889452,60
9159,40,$\beta$,2.2929919,38
9160,1,$\beta$,1.5369238,25
9161,2,$\beta$,2.2925107,32
9162,3,$\beta$,1.8329561,33
9163,4,$\beta$,2.6263964,27
9164,5,$\beta$,3.0553467,51
9165,6,$\beta$,4.4142747,55
9166,7,$\beta$,2.363454,63
9167,8,$\beta$,2.147668,37
9168,9,$\beta$,1.7365079,50
9169,10,$\beta$,2.3471115,42
9170,11,$\beta$,1.51687,56
9171,12,$\beta$,2.5560615,49
9172,13,$\beta$,1.6794204,40
9173,14,$\beta$,1.4463043,54
9174,15,$\beta$,1.9400299,66
9175,16,$\beta$,2.0162258,67
9176,17,$\beta$,2.0077991,46
9177,18,$\beta$,2.674339,24
9178,19,$\beta$,2.8796244,23
9179,20,$\beta$,2.5298867,43
9180,21,$\beta$,2.0348487,64
9181,22,$\beta$,2.3538477,58
9182,23,$\beta$,2.6362624,48
9183,24,$\beta$,3.6644802,29
9184,25,$\beta$,2.0838249,45
9185,26,$\beta$,2.3851483,28
9186,27,$\beta$,2.6732051,39
9187,28,$\beta$,2.5928528,44
9188,29,$\beta$,2.0021865,57
9189,30,$\beta$,2.1046538,35
9190,31,$\beta$,2.2248275,30
9191,32,$\beta$,1.8757935,31
9192,33,$\beta$,1.358894,61
9193,34,$\beta$,2.8947039,47
9194,35,$\beta$,1.7919499,65
9195,36,$\beta$,2.3772504,52
9196,37,$\beta$,2.1476443,62
9197,38,$\beta$,2.398346,34
9198,39,$\beta$,2.5115657,60
9199,40,$\beta$,1.729786,38
9200,1,$\beta$,2.0682597,25
9201,2,$\beta$,2.899733,32
9202,3,$\beta$,2.8993747,33
9203,4,$\beta$,2.4143374,27
9204,5,$\beta$,2.9311893,51
9205,6,$\beta$,3.143342,55
9206,7,$\beta$,4.2305226,63
9207,8,$\beta$,2.0929525,37
9208,9,$\beta$,1.3927188,50
9209,10,$\beta$,2.2559614,42
9210,11,$\beta$,1.3709112,56
9211,12,$\beta$,2.2740936,49
9212,13,$\beta$,1.6517043,40
9213,14,$\beta$,1.508548,54
9214,15,$\beta$,1.5759016,66
9215,16,$\beta$,2.0545843,67
9216,17,$\beta$,1.7081217,46
9217,18,$\beta$,2.3725126,24
9218,19,$\beta$,2.7972882,23
9219,20,$\beta$,2.9727535,43
9220,21,$\beta$,2.0197804,64
9221,22,$\beta$,2.3182733,58
9222,23,$\beta$,3.0655928,48
9223,24,$\beta$,2.6387355,29
9224,25,$\beta$,2.438801,45
9225,26,$\beta$,2.465416,28
9226,27,$\beta$,2.6230557,39
9227,28,$\beta$,2.1687474,44
9228,29,$\beta$,2.351124,57
9229,30,$\beta$,2.0781069,35
9230,31,$\beta$,1.9482428,30
9231,32,$\beta$,1.7322665,31
9232,33,$\beta$,1.2306231,61
9233,34,$\beta$,2.7392743,47
9234,35,$\beta$,2.3342319,65
9235,36,$\beta$,3.0179827,52
9236,37,$\beta$,2.044935,62
9237,38,$\beta$,2.26464,34
9238,39,$\beta$,2.024487,60
9239,40,$\beta$,1.6452153,38
9240,1,$\beta$,1.6384403,25
9241,2,$\beta$,2.6353922,32
9242,3,$\beta$,2.6451662,33
9243,4,$\beta$,3.7272449,27
9244,5,$\beta$,2.8339713,51
9245,6,$\beta$,3.6508038,55
9246,7,$\beta$,2.3751693,63
9247,8,$\beta$,1.6752441,37
9248,9,$\beta$,1.6058828,50
9249,10,$\beta$,2.9687114,42
9250,11,$\beta$,1.9169254,56
9251,12,$\beta$,2.5003161,49
9252,13,$\beta$,1.6615129,40
9253,14,$\beta$,1.4358507,54
9254,15,$\beta$,1.6452817,66
9255,16,$\beta$,2.6074653,67
9256,17,$\beta$,1.9393744,46
9257,18,$\beta$,2.3022492,24
9258,19,$\beta$,2.7522953,23
9259,20,$\beta$,3.0131114,43
9260,21,$\beta$,2.4146855,64
9261,22,$\beta$,2.3955188,58
9262,23,$\beta$,2.0414288,48
9263,24,$\beta$,2.1948583,29
9264,25,$\beta$,2.2157567,45
9265,26,$\beta$,2.1959198,28
9266,27,$\beta$,2.8928738,39
9267,28,$\beta$,2.354855,44
9268,29,$\beta$,2.8570457,57
9269,30,$\beta$,2.7634356,35
9270,31,$\beta$,2.2187953,30
9271,32,$\beta$,1.4746395,31
9272,33,$\beta$,1.8079901,61
9273,34,$\beta$,2.2732553,47
9274,35,$\beta$,2.5626428,65
9275,36,$\beta$,2.3381765,52
9276,37,$\beta$,2.1039362,62
9277,38,$\beta$,2.079621,34
9278,39,$\beta$,1.585023,60
9279,40,$\beta$,2.12964,38
9280,1,$\beta$,1.8017614,25
9281,2,$\beta$,2.7311418,32
9282,3,$\beta$,3.4241889,33
9283,4,$\beta$,3.8523316,27
9284,5,$\beta$,2.6477866,51
9285,6,$\beta$,3.9331863,55
9286,7,$\beta$,3.118679,63
9287,8,$\beta$,1.5642073,37
9288,9,$\beta$,1.649381,50
9289,10,$\beta$,2.3521967,42
9290,11,$\beta$,1.5258112,56
9291,12,$\beta$,2.4532702,49
9292,13,$\beta$,1.6851104,40
9293,14,$\beta$,1.2019438,54
9294,15,$\beta$,2.1331642,66
9295,16,$\beta$,2.072732,67
9296,17,$\beta$,2.4646719,46
9297,18,$\beta$,2.8708308,24
9298,19,$\beta$,2.4121614,23
9299,20,$\beta$,3.2852309,43
9300,21,$\beta$,2.3547475,64
9301,22,$\beta$,2.1787739,58
9302,23,$\beta$,3.2970412,48
9303,24,$\beta$,3.1978507,29
9304,25,$\beta$,2.5358844,45
9305,26,$\beta$,2.252164,28
9306,27,$\beta$,2.34421,39
9307,28,$\beta$,2.505428,44
9308,29,$\beta$,2.399059,57
9309,30,$\beta$,2.4662194,35
9310,31,$\beta$,2.485124,30
9311,32,$\beta$,1.7582326,31
9312,33,$\beta$,1.7041304,61
9313,34,$\beta$,2.3066876,47
9314,35,$\beta$,2.4938161,65
9315,36,$\beta$,1.9590667,52
9316,37,$\beta$,1.6684579,62
9317,38,$\beta$,2.6939898,34
9318,39,$\beta$,1.6561077,60
9319,40,$\beta$,2.2675,38
9320,1,$\beta$,2.1814768,25
9321,2,$\beta$,2.2163973,32
9322,3,$\beta$,3.4521425,33
9323,4,$\beta$,4.1927395,27
9324,5,$\beta$,2.3507438,51
9325,6,$\beta$,4.510656,55
9326,7,$\beta$,3.1371906,63
9327,8,$\beta$,1.860214,37
9328,9,$\beta$,1.5036612,50
9329,10,$\beta$,2.7211924,42
9330,11,$\beta$,1.5032611,56
9331,12,$\beta$,3.2782311,49
9332,13,$\beta$,1.5844557,40
9333,14,$\beta$,0.8894634,54
9334,15,$\beta$,1.0804185,66
9335,16,$\beta$,1.7486421,67
9336,17,$\beta$,3.0173974,46
9337,18,$\beta$,2.0285797,24
9338,19,$\beta$,3.8615806,23
9339,20,$\beta$,3.323277,43
9340,21,$\beta$,2.391988,64
9341,22,$\beta$,2.0925558,58
9342,23,$\beta$,2.9965599,48
9343,24,$\beta$,3.361284,29
9344,25,$\beta$,2.0273073,45
9345,26,$\beta$,1.6338987,28
9346,27,$\beta$,2.1074567,39
9347,28,$\beta$,2.1084504,44
9348,29,$\beta$,3.0646303,57
9349,30,$\beta$,3.346441,35
9350,31,$\beta$,2.0902798,30
9351,32,$\beta$,1.3639418,31
9352,33,$\beta$,1.5022008,61
9353,34,$\beta$,1.9371009,47
9354,35,$\beta$,2.2845078,65
9355,36,$\beta$,1.9674245,52
9356,37,$\beta$,1.9440765,62
9357,38,$\beta$,3.6682093,34
9358,39,$\beta$,1.6613474,60
9359,40,$\beta$,1.949921,38
9360,1,$\beta$,1.334092,25
9361,2,$\beta$,3.0863616,32
9362,3,$\beta$,2.9030817,33
9363,4,$\beta$,2.9313378,27
9364,5,$\beta$,2.324043,51
9365,6,$\beta$,4.200575,55
9366,7,$\beta$,2.8156192,63
9367,8,$\beta$,1.6603252,37
9368,9,$\beta$,1.9359796,50
9369,10,$\beta$,2.2876666,42
9370,11,$\beta$,2.00918,56
9371,12,$\beta$,2.7407079,49
9372,13,$\beta$,1.639949,40
9373,14,$\beta$,1.2374756,54
9374,15,$\beta$,1.7044964,66
9375,16,$\beta$,1.8095223,67
9376,17,$\beta$,2.3069253,46
9377,18,$\beta$,2.6410134,24
9378,19,$\beta$,2.7821457,23
9379,20,$\beta$,2.682798,43
9380,21,$\beta$,1.8745935,64
9381,22,$\beta$,2.4450464,58
9382,23,$\beta$,2.338129,48
9383,24,$\beta$,2.5957975,29
9384,25,$\beta$,2.396807,45
9385,26,$\beta$,1.4527667,28
9386,27,$\beta$,2.0063784,39
9387,28,$\beta$,1.8200513,44
9388,29,$\beta$,2.4159079,57
9389,30,$\beta$,2.801819,35
9390,31,$\beta$,2.3719823,30
9391,32,$\beta$,1.6504165,31
9392,33,$\beta$,1.3772978,61
9393,34,$\beta$,2.8841338,47
9394,35,$\beta$,1.7957683,65
9395,36,$\beta$,1.4422652,52
9396,37,$\beta$,2.100961,62
9397,38,$\beta$,2.3306525,34
9398,39,$\beta$,1.2461895,60
9399,40,$\beta$,1.9241667,38
9400,1,$\beta$,1.8650007,25
9401,2,$\beta$,2.895995,32
9402,3,$\beta$,2.3727372,33
9403,4,$\beta$,3.3782654,27
9404,5,$\beta$,3.02541,51
9405,6,$\beta$,3.6005073,55
9406,7,$\beta$,3.5235975,63
9407,8,$\beta$,2.5261064,37
9408,9,$\beta$,1.7140303,50
9409,10,$\beta$,2.3020668,42
9410,11,$\beta$,1.910418,56
9411,12,$\beta$,2.6334293,49
9412,13,$\beta$,2.2293272,40
9413,14,$\beta$,1.1620911,54
9414,15,$\beta$,1.8853081,66
9415,16,$\beta$,2.7370589,67
9416,17,$\beta$,2.5984795,46
9417,18,$\beta$,2.0189478,24
9418,19,$\beta$,2.698624,23
9419,20,$\beta$,3.2877147,43
9420,21,$\beta$,2.2179677,64
9421,22,$\beta$,2.0504436,58
9422,23,$\beta$,2.6668477,48
9423,24,$\beta$,2.5255864,29
9424,25,$\beta$,2.813971,45
9425,26,$\beta$,2.317159,28
9426,27,$\beta$,2.105169,39
9427,28,$\beta$,1.9539262,44
9428,29,$\beta$,3.8029137,57
9429,30,$\beta$,1.9246562,35
9430,31,$\beta$,1.9435261,30
9431,32,$\beta$,0.9608594,31
9432,33,$\beta$,1.9097186,61
9433,34,$\beta$,2.5395658,47
9434,35,$\beta$,2.4418917,65
9435,36,$\beta$,1.7913812,52
9436,37,$\beta$,2.1622345,62
9437,38,$\beta$,2.8939495,34
9438,39,$\beta$,1.516631,60
9439,40,$\beta$,2.1242807,38
9440,1,$\beta$,1.9395884,25
9441,2,$\beta$,3.2350905,32
9442,3,$\beta$,3.0992992,33
9443,4,$\beta$,2.8462994,27
9444,5,$\beta$,2.5616136,51
9445,6,$\beta$,4.0649586,55
9446,7,$\beta$,2.7985485,63
9447,8,$\beta$,1.6312327,37
9448,9,$\beta$,1.4471929,50
9449,10,$\beta$,2.6562252,42
9450,11,$\beta$,2.240589,56
9451,12,$\beta$,2.49539,49
9452,13,$\beta$,1.6199548,40
9453,14,$\beta$,1.1026019,54
9454,15,$\beta$,2.1854174,66
9455,16,$\beta$,2.1852713,67
9456,17,$\beta$,2.4044154,46
9457,18,$\beta$,2.1799655,24
9458,19,$\beta$,2.6175838,23
9459,20,$\beta$,2.4657671,43
9460,21,$\beta$,2.3629296,64
9461,22,$\beta$,2.3763292,58
9462,23,$\beta$,2.5172803,48
9463,24,$\beta$,2.762714,29
9464,25,$\beta$,2.2328722,45
9465,26,$\beta$,2.0858223,28
9466,27,$\beta$,2.432575,39
9467,28,$\beta$,2.0504718,44
9468,29,$\beta$,2.9750063,57
9469,30,$\beta$,2.0867493,35
9470,31,$\beta$,2.7635899,30
9471,32,$\beta$,1.5621692,31
9472,33,$\beta$,2.0268033,61
9473,34,$\beta$,2.218168,47
9474,35,$\beta$,2.2596135,65
9475,36,$\beta$,1.9791502,52
9476,37,$\beta$,2.1870363,62
9477,38,$\beta$,3.5322602,34
9478,39,$\beta$,1.6175678,60
9479,40,$\beta$,2.1144536,38
9480,1,$\beta$,1.7793188,25
9481,2,$\beta$,2.5834703,32
9482,3,$\beta$,2.4965868,33
9483,4,$\beta$,2.7706203,27
9484,5,$\beta$,3.1660776,51
9485,6,$\beta$,3.8509424,55
9486,7,$\beta$,3.2965288,63
9487,8,$\beta$,1.9653822,37
9488,9,$\beta$,1.6366925,50
9489,10,$\beta$,2.312329,42
9490,11,$\beta$,1.8297719,56
9491,12,$\beta$,2.5167508,49
9492,13,$\beta$,1.8209872,40
9493,14,$\beta$,1.286529,54
9494,15,$\beta$,1.826231,66
9495,16,$\beta$,2.1658983,67
9496,17,$\beta$,2.1007118,46
9497,18,$\beta$,2.1965675,24
9498,19,$\beta$,2.4018168,23
9499,20,$\beta$,2.7946913,43
9500,21,$\beta$,2.0049453,64
9501,22,$\beta$,1.9078699,58
9502,23,$\beta$,3.633133,48
9503,24,$\beta$,2.7014306,29
9504,25,$\beta$,2.2108736,45
9505,26,$\beta$,1.9055643,28
9506,27,$\beta$,2.2026446,39
9507,28,$\beta$,2.4404986,44
9508,29,$\beta$,2.6092095,57
9509,30,$\beta$,2.554752,35
9510,31,$\beta$,2.1378508,30
9511,32,$\beta$,1.9514477,31
9512,33,$\beta$,1.6921903,61
9513,34,$\beta$,2.6620193,47
9514,35,$\beta$,2.5181694,65
9515,36,$\beta$,2.1571102,52
9516,37,$\beta$,2.0012362,62
9517,38,$\beta$,2.7759042,34
9518,39,$\beta$,1.779093,60
9519,40,$\beta$,1.7998489,38
9520,1,$\beta$,1.6548175,25
9521,2,$\beta$,2.1086338,32
9522,3,$\beta$,2.8830905,33
9523,4,$\beta$,1.9103085,27
9524,5,$\beta$,2.676491,51
9525,6,$\beta$,3.5702243,55
9526,7,$\beta$,2.8866131,63
9527,8,$\beta$,1.7387123,37
9528,9,$\beta$,1.6420275,50
9529,10,$\beta$,2.2397878,42
9530,11,$\beta$,1.7350249,56
9531,12,$\beta$,2.885118,49
9532,13,$\beta$,1.8649787,40
9533,14,$\beta$,1.3412248,54
9534,15,$\beta$,1.8417798,66
9535,16,$\beta$,1.7156246,67
9536,17,$\beta$,2.3895273,46
9537,18,$\beta$,2.8429568,24
9538,19,$\beta$,2.5747042,23
9539,20,$\beta$,2.8617127,43
9540,21,$\beta$,2.6514807,64
9541,22,$\beta$,2.4552946,58
9542,23,$\beta$,2.3272805,48
9543,24,$\beta$,2.191654,29
9544,25,$\beta$,2.2828596,45
9545,26,$\beta$,2.131283,28
9546,27,$\beta$,2.2187638,39
9547,28,$\beta$,1.9906521,44
9548,29,$\beta$,2.7383406,57
9549,30,$\beta$,2.3983917,35
9550,31,$\beta$,2.70707,30
9551,32,$\beta$,1.1481622,31
9552,33,$\beta$,1.5921531,61
9553,34,$\beta$,2.630023,47
9554,35,$\beta$,2.333921,65
9555,36,$\beta$,2.310256,52
9556,37,$\beta$,2.5267916,62
9557,38,$\beta$,3.1993308,34
9558,39,$\beta$,1.728327,60
9559,40,$\beta$,2.0974858,38
9560,1,$\beta$,1.9180957,25
9561,2,$\beta$,2.3526435,32
9562,3,$\beta$,2.7900078,33
9563,4,$\beta$,2.9310005,27
9564,5,$\beta$,2.6125991,51
9565,6,$\beta$,3.3531194,55
9566,7,$\beta$,3.5949748,63
9567,8,$\beta$,1.9815006,37
9568,9,$\beta$,1.8430076,50
9569,10,$\beta$,1.959377,42
9570,11,$\beta$,1.5878679,56
9571,12,$\beta$,2.167001,49
9572,13,$\beta$,1.7019575,40
9573,14,$\beta$,1.2189425,54
9574,15,$\beta$,1.4932798,66
9575,16,$\beta$,2.1346688,67
9576,17,$\beta$,1.8559674,46
9577,18,$\beta$,1.8469328,24
9578,19,$\beta$,2.5569773,23
9579,20,$\beta$,3.5301926,43
9580,21,$\beta$,2.2400215,64
9581,22,$\beta$,2.0558023,58
9582,23,$\beta$,2.2476237,48
9583,24,$\beta$,2.54179,29
9584,25,$\beta$,2.376351,45
9585,26,$\beta$,2.2769284,28
9586,27,$\beta$,2.4997883,39
9587,28,$\beta$,2.2918165,44
9588,29,$\beta$,1.7927316,57
9589,30,$\beta$,2.6338615,35
9590,31,$\beta$,1.985656,30
9591,32,$\beta$,1.562677,31
9592,33,$\beta$,1.3458223,61
9593,34,$\beta$,1.8910679,47
9594,35,$\beta$,2.1579633,65
9595,36,$\beta$,2.2175279,52
9596,37,$\beta$,1.420242,62
9597,38,$\beta$,2.9866817,34
9598,39,$\beta$,1.7738568,60
9599,40,$\beta$,2.151885,38
9600,1,$\beta$,1.747877,25
9601,2,$\beta$,2.702155,32
9602,3,$\beta$,2.1981795,33
9603,4,$\beta$,3.1323211,27
9604,5,$\beta$,2.2348697,51
9605,6,$\beta$,3.465137,55
9606,7,$\beta$,2.7548828,63
9607,8,$\beta$,1.9477129,37
9608,9,$\beta$,1.4469905,50
9609,10,$\beta$,2.0215406,42
9610,11,$\beta$,1.6491188,56
9611,12,$\beta$,2.2634861,49
9612,13,$\beta$,1.5357492,40
9613,14,$\beta$,1.2625232,54
9614,15,$\beta$,1.8996644,66
9615,16,$\beta$,1.9868605,67
9616,17,$\beta$,1.8117368,46
9617,18,$\beta$,2.4803576,24
9618,19,$\beta$,1.9162191,23
9619,20,$\beta$,3.1110578,43
9620,21,$\beta$,1.9257895,64
9621,22,$\beta$,2.3267226,58
9622,23,$\beta$,3.6097913,48
9623,24,$\beta$,2.998635,29
9624,25,$\beta$,2.049991,45
9625,26,$\beta$,2.2374437,28
9626,27,$\beta$,2.2317924,39
9627,28,$\beta$,2.3659854,44
9628,29,$\beta$,2.1519256,57
9629,30,$\beta$,2.3769002,35
9630,31,$\beta$,2.9095304,30
9631,32,$\beta$,1.4833441,31
9632,33,$\beta$,1.4699241,61
9633,34,$\beta$,2.9791172,47
9634,35,$\beta$,1.9708133,65
9635,36,$\beta$,2.1637743,52
9636,37,$\beta$,2.1813073,62
9637,38,$\beta$,2.5398192,34
9638,39,$\beta$,1.3420323,60
9639,40,$\beta$,1.8705939,38
9640,1,$\beta$,1.6970396,25
9641,2,$\beta$,1.9978901,32
9642,3,$\beta$,3.2835336,33
9643,4,$\beta$,3.4393203,27
9644,5,$\beta$,2.980312,51
9645,6,$\beta$,4.502409,55
9646,7,$\beta$,3.5731542,63
9647,8,$\beta$,2.1482906,37
9648,9,$\beta$,1.7863001,50
9649,10,$\beta$,2.6822975,42
9650,11,$\beta$,1.8062079,56
9651,12,$\beta$,3.0909243,49
9652,13,$\beta$,1.5991799,40
9653,14,$\beta$,1.2366132,54
9654,15,$\beta$,1.7526252,66
9655,16,$\beta$,2.6900852,67
9656,17,$\beta$,2.37185,46
9657,18,$\beta$,1.9115874,24
9658,19,$\beta$,2.830213,23
9659,20,$\beta$,3.3802793,43
9660,21,$\beta$,2.154613,64
9661,22,$\beta$,2.0532503,58
9662,23,$\beta$,2.525477,48
9663,24,$\beta$,2.353537,29
9664,25,$\beta$,2.2089741,45
9665,26,$\beta$,1.9806501,28
9666,27,$\beta$,1.9101638,39
9667,28,$\beta$,2.0989583,44
9668,29,$\beta$,2.9243388,57
9669,30,$\beta$,2.4573157,35
9670,31,$\beta$,2.7763553,30
9671,32,$\beta$,1.8419374,31
9672,33,$\beta$,1.7069606,61
9673,34,$\beta$,2.940602,47
9674,35,$\beta$,2.3982937,65
9675,36,$\beta$,2.4094877,52
9676,37,$\beta$,1.8455663,62
9677,38,$\beta$,3.200665,34
9678,39,$\beta$,1.9967401,60
9679,40,$\beta$,1.487003,38
9680,1,$\beta$,1.5409691,25
9681,2,$\beta$,2.6020076,32
9682,3,$\beta$,2.8148136,33
9683,4,$\beta$,5.9022346,27
9684,5,$\beta$,2.5892363,51
9685,6,$\beta$,4.7159967,55
9686,7,$\beta$,4.6831484,63
9687,8,$\beta$,1.3378881,37
9688,9,$\beta$,1.5017518,50
9689,10,$\beta$,1.6736652,42
9690,11,$\beta$,1.6743411,56
9691,12,$\beta$,2.175394,49
9692,13,$\beta$,1.6693993,40
9693,14,$\beta$,1.0488977,54
9694,15,$\beta$,1.9574362,66
9695,16,$\beta$,1.8960184,67
9696,17,$\beta$,1.9403031,46
9697,18,$\beta$,2.3133302,24
9698,19,$\beta$,3.4750574,23
9699,20,$\beta$,3.2684493,43
9700,21,$\beta$,2.235553,64
9701,22,$\beta$,2.095226,58
9702,23,$\beta$,2.9325082,48
9703,24,$\beta$,2.5595367,29
9704,25,$\beta$,2.0559208,45
9705,26,$\beta$,2.4762352,28
9706,27,$\beta$,2.2954657,39
9707,28,$\beta$,1.6458007,44
9708,29,$\beta$,2.432893,57
9709,30,$\beta$,3.0644484,35
9710,31,$\beta$,2.3893971,30
9711,32,$\beta$,1.4987266,31
9712,33,$\beta$,1.1541219,61
9713,34,$\beta$,2.7355494,47
9714,35,$\beta$,1.8409998,65
9715,36,$\beta$,2.6769204,52
9716,37,$\beta$,1.9274213,62
9717,38,$\beta$,3.1728134,34
9718,39,$\beta$,1.7926775,60
9719,40,$\beta$,1.6795152,38
9720,1,$\beta$,1.6296557,25
9721,2,$\beta$,2.7093956,32
9722,3,$\beta$,2.6464965,33
9723,4,$\beta$,2.7437918,27
9724,5,$\beta$,3.270627,51
9725,6,$\beta$,3.2982044,55
9726,7,$\beta$,2.9760635,63
9727,8,$\beta$,1.6237357,37
9728,9,$\beta$,1.8936408,50
9729,10,$\beta$,2.107686,42
9730,11,$\beta$,1.4847766,56
9731,12,$\beta$,2.1824558,49
9732,13,$\beta$,1.9414912,40
9733,14,$\beta$,1.1382046,54
9734,15,$\beta$,1.6965759,66
9735,16,$\beta$,2.0711253,67
9736,17,$\beta$,1.929348,46
9737,18,$\beta$,2.2781837,24
9738,19,$\beta$,2.6648955,23
9739,20,$\beta$,2.9907155,43
9740,21,$\beta$,2.695831,64
9741,22,$\beta$,2.2566137,58
9742,23,$\beta$,3.3621573,48
9743,24,$\beta$,3.8979523,29
9744,25,$\beta$,2.205052,45
9745,26,$\beta$,1.8545384,28
9746,27,$\beta$,1.7947489,39
9747,28,$\beta$,2.26021,44
9748,29,$\beta$,2.3992875,57
9749,30,$\beta$,2.099999,35
9750,31,$\beta$,2.6738317,30
9751,32,$\beta$,1.2965525,31
9752,33,$\beta$,1.599085,61
9753,34,$\beta$,2.328347,47
9754,35,$\beta$,2.2211964,65
9755,36,$\beta$,1.795948,52
9756,37,$\beta$,2.3912036,62
9757,38,$\beta$,2.2664344,34
9758,39,$\beta$,1.6359462,60
9759,40,$\beta$,2.2836728,38
9760,1,$\beta$,1.267224,25
9761,2,$\beta$,2.160499,32
9762,3,$\beta$,2.8318295,33
9763,4,$\beta$,3.7272093,27
9764,5,$\beta$,2.794455,51
9765,6,$\beta$,4.3662405,55
9766,7,$\beta$,2.4226618,63
9767,8,$\beta$,2.0685441,37
9768,9,$\beta$,1.4636878,50
9769,10,$\beta$,2.4086862,42
9770,11,$\beta$,1.4744731,56
9771,12,$\beta$,1.8757771,49
9772,13,$\beta$,1.3305216,40
9773,14,$\beta$,1.3044431,54
9774,15,$\beta$,1.8810071,66
9775,16,$\beta$,1.6818514,67
9776,17,$\beta$,2.367074,46
9777,18,$\beta$,1.9213895,24
9778,19,$\beta$,3.223142,23
9779,20,$\beta$,2.2436304,43
9780,21,$\beta$,2.8381958,64
9781,22,$\beta$,2.1618366,58
9782,23,$\beta$,2.7053797,48
9783,24,$\beta$,3.283256,29
9784,25,$\beta$,2.0728595,45
9785,26,$\beta$,2.507764,28
9786,27,$\beta$,2.315222,39
9787,28,$\beta$,2.007222,44
9788,29,$\beta$,2.7421923,57
9789,30,$\beta$,2.6271043,35
9790,31,$\beta$,2.3154652,30
9791,32,$\beta$,1.890435,31
9792,33,$\beta$,1.430772,61
9793,34,$\beta$,2.7596722,47
9794,35,$\beta$,2.109979,65
9795,36,$\beta$,2.2717466,52
9796,37,$\beta$,1.75106,62
9797,38,$\beta$,2.9689238,34
9798,39,$\beta$,1.689604,60
9799,40,$\beta$,1.7654376,38
9800,1,$\beta$,1.7172222,25
9801,2,$\beta$,2.5899863,32
9802,3,$\beta$,3.0433242,33
9803,4,$\beta$,3.4328864,27
9804,5,$\beta$,2.9923997,51
9805,6,$\beta$,3.9645479,55
9806,7,$\beta$,3.026625,63
9807,8,$\beta$,2.1070914,37
9808,9,$\beta$,1.8347183,50
9809,10,$\beta$,2.4838557,42
9810,11,$\beta$,1.4251647,56
9811,12,$\beta$,1.8954142,49
9812,13,$\beta$,1.2902505,40
9813,14,$\beta$,1.0570022,54
9814,15,$\beta$,1.7716429,66
9815,16,$\beta$,2.3072724,67
9816,17,$\beta$,2.5215733,46
9817,18,$\beta$,2.0315764,24
9818,19,$\beta$,1.9766946,23
9819,20,$\beta$,3.4108849,43
9820,21,$\beta$,2.70635,64
9821,22,$\beta$,2.3334184,58
9822,23,$\beta$,3.1264586,48
9823,24,$\beta$,2.365437,29
9824,25,$\beta$,2.768795,45
9825,26,$\beta$,2.3008032,28
9826,27,$\beta$,2.7696207,39
9827,28,$\beta$,1.8927089,44
9828,29,$\beta$,2.172991,57
9829,30,$\beta$,2.5041835,35
9830,31,$\beta$,2.1083548,30
9831,32,$\beta$,1.2702235,31
9832,33,$\beta$,2.0453212,61
9833,34,$\beta$,2.3248253,47
9834,35,$\beta$,2.2933846,65
9835,36,$\beta$,2.0031228,52
9836,37,$\beta$,2.0712402,62
9837,38,$\beta$,2.1344385,34
9838,39,$\beta$,1.7510266,60
9839,40,$\beta$,1.9020106,38
9840,1,$\beta$,1.7954493,25
9841,2,$\beta$,2.6435213,32
9842,3,$\beta$,2.8749516,33
9843,4,$\beta$,2.2209284,27
9844,5,$\beta$,2.7250807,51
9845,6,$\beta$,4.49115,55
9846,7,$\beta$,2.7961042,63
9847,8,$\beta$,1.989205,37
9848,9,$\beta$,1.567536,50
9849,10,$\beta$,2.4070919,42
9850,11,$\beta$,1.9523597,56
9851,12,$\beta$,2.6999483,49
9852,13,$\beta$,1.9571172,40
9853,14,$\beta$,1.0602024,54
9854,15,$\beta$,2.1855102,66
9855,16,$\beta$,2.4849122,67
9856,17,$\beta$,1.6418821,46
9857,18,$\beta$,2.969796,24
9858,19,$\beta$,2.1466599,23
9859,20,$\beta$,2.9637694,43
9860,21,$\beta$,2.8854172,64
9861,22,$\beta$,1.9714037,58
9862,23,$\beta$,2.865046,48
9863,24,$\beta$,2.7188342,29
9864,25,$\beta$,2.5669916,45
9865,26,$\beta$,2.224745,28
9866,27,$\beta$,2.2719228,39
9867,28,$\beta$,2.4006577,44
9868,29,$\beta$,2.253833,57
9869,30,$\beta$,1.9983578,35
9870,31,$\beta$,2.8519444,30
9871,32,$\beta$,1.5378227,31
9872,33,$\beta$,1.4692616,61
9873,34,$\beta$,2.9971125,47
9874,35,$\beta$,2.0514374,65
